job,paper_item,status,protocol
noise/k10000_sigma6_learnable_frequency_seed42,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma0_random_fixed_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma0_learnable_frequency_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma2.7_random_fixed_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma2.7_learnable_frequency_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma2_random_fixed_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma2_learnable_frequency_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma6_random_fixed_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma6_learnable_frequency_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma0_random_fixed_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma0_learnable_frequency_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma2.7_random_fixed_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma2.7_learnable_frequency_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma2_random_fixed_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma2_learnable_frequency_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma6_random_fixed_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma6_learnable_frequency_seed43,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma0_random_fixed_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma0_learnable_frequency_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma2.7_random_fixed_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma2.7_learnable_frequency_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma2_random_fixed_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma2_learnable_frequency_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma6_random_fixed_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10_sigma6_learnable_frequency_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma0_random_fixed_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma0_learnable_frequency_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma2.7_random_fixed_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma2.7_learnable_frequency_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma2_random_fixed_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma2_learnable_frequency_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma6_random_fixed_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
noise/k10000_sigma6_learnable_frequency_seed44,Table 1 / Figure 6: Poisson and read-noise grid,completed,audited_legacy_soft_mask
content/bbbc022_x16_uniform_all_ones_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_random_fixed_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_hadamard_fixed_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_learnable_frequency_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_uniform_all_ones_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_random_fixed_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_hadamard_fixed_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_learnable_frequency_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_uniform_all_ones_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_random_fixed_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_hadamard_fixed_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_learnable_frequency_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_uniform_all_ones_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_random_fixed_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_hadamard_fixed_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_learnable_frequency_seed42,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_uniform_all_ones_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_random_fixed_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_hadamard_fixed_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_learnable_frequency_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_uniform_all_ones_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_random_fixed_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_hadamard_fixed_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_learnable_frequency_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_uniform_all_ones_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_random_fixed_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_hadamard_fixed_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_learnable_frequency_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_uniform_all_ones_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_random_fixed_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_hadamard_fixed_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_learnable_frequency_seed43,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_uniform_all_ones_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_random_fixed_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_hadamard_fixed_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x16_learnable_frequency_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_uniform_all_ones_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_random_fixed_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_hadamard_fixed_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x64_learnable_frequency_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_uniform_all_ones_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_random_fixed_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_hadamard_fixed_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x256_learnable_frequency_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_uniform_all_ones_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_random_fixed_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_hadamard_fixed_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content/bbbc022_x1024_learnable_frequency_seed44,Figure 3: content-aware compression (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x16_random_fixed_seed42,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x16_learnable_frequency_seed42,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x64_random_fixed_seed42,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x64_learnable_frequency_seed42,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x256_random_fixed_seed42,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x256_learnable_frequency_seed42,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x1024_random_fixed_seed42,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x1024_learnable_frequency_seed42,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x16_random_fixed_seed43,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x16_learnable_frequency_seed43,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x64_random_fixed_seed43,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),completed,audited_legacy_soft_mask
content_swinir/x64_learnable_frequency_seed43,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),running,audited_legacy_soft_mask
content_swinir/x256_random_fixed_seed43,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x256_learnable_frequency_seed43,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x1024_random_fixed_seed43,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x1024_learnable_frequency_seed43,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x16_random_fixed_seed44,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x16_learnable_frequency_seed44,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x64_random_fixed_seed44,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x64_learnable_frequency_seed44,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x256_random_fixed_seed44,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x256_learnable_frequency_seed44,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x1024_random_fixed_seed44,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
content_swinir/x1024_learnable_frequency_seed44,Figure 3: frozen-base SwinIR refinement (BBBC022 substitute),pending,audited_legacy_soft_mask
segmentation/x64_random_fixed_seed42,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x64_learnable_frequency_seed42,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x256_random_fixed_seed42,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x256_learnable_frequency_seed42,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x1024_random_fixed_seed42,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x1024_learnable_frequency_seed42,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x64_random_fixed_seed43,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x64_learnable_frequency_seed43,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x256_random_fixed_seed43,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x256_learnable_frequency_seed43,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x1024_random_fixed_seed43,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x1024_learnable_frequency_seed43,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x64_random_fixed_seed44,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x64_learnable_frequency_seed44,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x256_random_fixed_seed44,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x256_learnable_frequency_seed44,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x1024_random_fixed_seed44,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
segmentation/x1024_learnable_frequency_seed44,Figure 4: all three training stages (BBBC022 pseudo-labels),pending,audited_legacy_soft_mask
sr/swinir_wo_li_seed42,Table 2 / Figure 7: natural-image SwinIR,pending,audited_legacy_soft_mask
sr/swinir_with_li_seed42,Table 2 / Figure 7: natural-image SwinIR,pending,audited_legacy_soft_mask
sr/swinir_wo_li_seed43,Table 2 / Figure 7: natural-image SwinIR,pending,audited_legacy_soft_mask
sr/swinir_with_li_seed43,Table 2 / Figure 7: natural-image SwinIR,pending,audited_legacy_soft_mask
sr/swinir_wo_li_seed44,Table 2 / Figure 7: natural-image SwinIR,pending,audited_legacy_soft_mask
sr/swinir_with_li_seed44,Table 2 / Figure 7: natural-image SwinIR,pending,audited_legacy_soft_mask
mcf7/wswinir_seed42,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/transpose256_seed42,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/wcnn64_seed42,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/figures_seed42,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/wswinir_seed43,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/transpose256_seed43,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/wcnn64_seed43,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/figures_seed43,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/wswinir_seed44,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/transpose256_seed44,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/wcnn64_seed44,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
mcf7/figures_seed44,Figures 8–9: tubulin SwinIR and CNN models,pending,audited_legacy_soft_mask
ablation/A_seed42,Table 3 / Figure 10: A–D (BBBC022 substitute),pending,audited_legacy_soft_mask
ablation/B_seed42,Table 3 / Figure 10: A–D (BBBC022 substitute),pending,audited_legacy_soft_mask
ablation/C_seed42,Table 3 / Figure 10: A–D (BBBC022 substitute),pending,audited_legacy_soft_mask
ablation/D_seed42,Table 3 / Figure 10: A–D (BBBC022 substitute),pending,audited_legacy_soft_mask
ablation/A_seed43,Table 3 / Figure 10: A–D (BBBC022 substitute),pending,audited_legacy_soft_mask
ablation/B_seed43,Table 3 / Figure 10: A–D (BBBC022 substitute),pending,audited_legacy_soft_mask
