image_file,well
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s1_w21FEEDBAE-5C27-49CA-A300-AF5720B60A03.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s2_w2A408A5DF-777F-4B44-933B-C5E7E4D9CE32.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s3_w2EDC4F781-48B9-47D4-9B57-728B3E0F15D9.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s4_w222093196-B166-41BF-AD40-669EDBD69C8B.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s1_w2B08EB58C-86C8-449D-AF1C-60026722D8D7.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s2_w286A6149A-F9C1-4507-BED5-073DB0D52D5F.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s3_w210C9DC22-6056-4433-8722-A01F12E832E1.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s4_w2714167CF-AFEB-4B2D-AC3E-A1C520ED387D.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s1_w2A8C0D132-F6D1-4D8E-BBAD-BD812F05B9EB.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G09_s2_w291116CAB-829D-461C-A0BF-2321D7DA2084.tif,G09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s1_w22D3B54D8-EFC2-4671-A65A-A2C67795BD60.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s2_w2A80ED2D7-37B1-41D0-B312-10A53A3E304E.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s3_w26E6D809A-A48B-444A-8EB7-9B6D3B84078C.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s4_w22A23EDED-4E0E-4EFA-94C9-1C63A29EFF07.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s1_w22689E9FF-D37A-4663-A986-BEA6032E62BB.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s2_w239966067-E97D-4C1D-9812-3D575FCAF228.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s3_w2E58DCFDE-C5B9-4481-ADBD-08F7F7F480B9.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s4_w2DC498B73-6E2F-4D0D-A67C-71992C48CAFF.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s1_w2E78857FA-008C-4344-8BE6-307EA44D1477.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s2_w2FF7ECBCE-7DEA-471A-9156-3B0FAE6E53F5.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s3_w2271FD86D-759C-4300-9969-DD53EB0683B1.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G08_s4_w25A489F3F-8677-4230-B712-46F042EC83F9.tif,G08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s1_w25BBEC1B9-2BE1-420C-80D4-BF05B83BC648.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s2_w2ECB374F0-0539-4D5E-BE97-69834167E6D7.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s3_w2B6BAFB13-2F92-4EC4-9FBA-E7B87ABD9D4C.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s4_w2E3BD7F2E-33F7-47A6-B5FD-4B01ABAB88CF.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s1_w243E52819-7DEF-46C7-9637-91AC8F76C3D5.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s2_w263CE9BC9-AF5E-4EE1-A994-A6AF398997E8.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s3_w29728D0B1-827E-4E72-8224-07FCD7E8739A.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s4_w2F55AE765-8E2F-4E7F-BD8D-18914E60F0E5.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s1_w2F276861F-C859-45BE-82D7-E895A9446DB6.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s2_w24258EEF7-5231-4520-A9F3-3F523EC73328.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s3_w2CA7774E9-BC81-4603-8804-C34E23FDED1D.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G07_s4_w27844BED3-5249-4C46-BA20-451B17448CDB.tif,G07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s1_w271415155-2F2B-48DD-B461-BF6649CE5DB5.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s2_w295CD33DA-3AA4-4F80-B169-E705D1134901.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s3_w20168A9CB-D7CC-48D0-B55B-C63B3E127B8A.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s4_w2B34E3773-D387-48A6-AAD3-E1C08D9486A7.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s1_w2F807C72E-046B-4ABB-A61F-5B0833ACDA59.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s2_w266758B9A-F776-4BE1-B7DD-90E50A81ADD5.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s3_w2CA77A43E-E460-49BB-8AFA-C3931746257D.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s4_w2A5C2D974-9D4F-497D-9516-A230C127600D.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s1_w22F660364-7EE0-45C5-8306-90EAD537CF1E.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s2_w248FDBE53-875C-405A-8125-B2BDFBBC05AC.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s3_w248C7F42C-2ABC-46A3-83DD-A236B7C12E6A.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G06_s4_w2C653ED25-7427-43F6-B40E-E36D215B2D37.tif,G06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s1_w258E056EE-C9A5-4FD3-97B3-F53AFAD75682.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s2_w2AED85AE6-5DB4-486E-A5BF-B82465B2C678.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s3_w26DC0ABFE-DC1A-4CDD-9879-7EC4766C0A9A.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s4_w2D4F1E008-0724-4024-919A-5EEA1971434D.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s1_w24F7CFAC9-B3CA-441D-B273-803E024ACB73.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s2_w26EDE5890-0AA3-4E66-9019-3AB7BD35D0A3.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s3_w2E5699238-3E6B-4BEF-8B20-5CA746BA3A65.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s4_w242F70459-7F70-4614-B769-6B5C7531E2E4.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s1_w20AA5DB7B-E817-4973-A020-229BEDB6A86A.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s2_w24E583C05-3828-4CEC-962F-621B77C591E6.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s3_w20700286E-4CC6-4F8D-9071-9304C1FEB4B2.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G05_s4_w2051E2F85-A1B1-46F8-8424-491C148BA5B2.tif,G05
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s1_w2C3DC8DA8-C4A4-42EE-975A-F588818F31CC.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s2_w2459A3FB2-92A6-47DA-A346-826FB9C76188.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s3_w220642E3D-C499-4F3F-A9C9-7C18A9526BFA.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s4_w2D9639A20-E67C-44DD-ABA6-BBFCD68C9AEC.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s3_w24202244F-B778-4726-9FCB-BD1B86915C45.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s4_w24D646822-4CED-4F2F-90E0-18C540DEB9AC.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s1_w29C41C49E-114A-4BFB-BA3C-CCE75966804D.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s2_w2CB8BADE8-16B1-450F-A8B2-9E11B3B4B2D9.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s1_w2CC59D9A8-CECD-46F0-9377-0ABAC8A152F7.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s2_w2CF52AFB3-1B2F-4953-981F-09917AF37A4C.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s3_w214817F2B-D544-4974-917D-1F55F29A6B46.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G04_s4_w25FB0AA14-953A-4ADE-94F8-F2EF67D8F3CB.tif,G04
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s1_w2E21E3577-FF69-43A7-9293-0F2A829D16EA.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s2_w27E7401E3-BBCE-4579-B551-446C9416A26E.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s3_w21136D34A-9335-42DC-9B83-BB83B55C3901.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s4_w2E1203966-A4BD-4F28-830B-AF4B1BA87352.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s1_w256205476-3945-4CA1-B961-7D0CBFACF588.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s2_w2EB0BFF81-D9C8-460D-901A-5D610E896FAE.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s3_w2FFA6AA9E-6AB2-41B1-A015-B649711FF1EB.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s4_w2D1E57D30-C0EB-4310-B22A-BE092FE81445.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s1_w230F3A76F-124D-41FD-BF0D-F02EE54407AE.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s2_w27E18F57D-B5F2-4797-B016-D29D9FEEDC72.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s3_w213DAACA6-B02C-4BF8-A1A8-130D24A69B46.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/G03_s4_w2AAE3FE2C-11BD-4A3A-B615-EE25E5E9E6C0.tif,G03
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s1_w2D15E25A9-251A-4945-A1DF-57D9F450CD42.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s2_w29DAEFB11-9A48-4A85-8D1B-79ED6C6DAB0D.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s3_w276CFBD28-A695-4CFB-9FCE-31A3D3B410F2.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s4_w24E1491BF-18EF-484E-A3B0-C0F80A2B40B5.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s1_w2D7E3DADB-44BB-493B-A3D4-34B4437DF94B.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s2_w24565ABFD-9221-432B-B4AC-4B3D6E3C1536.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s3_w2C5C2D6E7-6244-4FFC-9289-4D7EE7D0FFEC.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s4_w2CF097EB6-3C36-45F3-AFD2-2872D429C880.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s1_w2F1F90872-67CA-4EDA-9A60-30E2C89D04E6.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s2_w2F6AD09C5-B37F-4849-898A-52BAB6125046.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s3_w24F9C35E3-AB78-4358-AF63-E8F894D73A31.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F10_s4_w20C55F0E5-8F77-416E-81A8-3D5997C542C1.tif,F10
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s3_w22EC3F8B8-BFED-44C7-9CB7-418D70ECC8BF.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s4_w21BE7B54E-18E6-4105-AF87-BCDBA982B0A9.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s1_w26631F5EF-7843-4482-9CE0-D601FF3D2576.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s2_w28C41E50B-DD8E-4749-8631-7D9DC76105F1.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s3_w26E9AE733-A9D0-4C88-BC67-638696D1AC05.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s4_w26BF47448-9EA3-48D9-B365-9F8ED4753254.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s1_w21E154E7E-8D1B-4832-9DB6-BEDBDFA59DE2.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s2_w2C66A7CE6-303E-4685-940D-21B791E672D2.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s3_w2762ADB78-A692-411A-802C-7AFF02E5DAFB.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s4_w2372E8AAD-0F47-410D-AA2A-8DC81764A61F.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s1_w2FA7B118C-156A-4017-8C72-C6D2671F75F2.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F09_s2_w250A54084-BAAD-4E48-90AC-61C27C02E7FC.tif,F09
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s1_w234E12653-3EB0-4DC2-A869-4465ED63DF65.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s2_w2E4886432-489B-4EA5-A3CD-CA7A4AA57D66.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s3_w2E9F02370-DD49-497E-8ECA-DC9153244049.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s4_w234FC184B-DAA3-42AD-8117-DA9293842F81.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s1_w290496B5D-CB53-436E-9122-1781920422C9.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s2_w2E3D9CCD0-6BD5-4D2E-90B3-C158FBD21DE6.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s3_w224C27BD8-DB40-47EA-8F56-1F8B9FB84377.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s4_w20E6C135B-0E94-4ACC-88F5-FE903711214E.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s1_w274D9D8DF-ACE4-4EBC-957B-6F782FB42DD7.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s2_w2B6D27925-B475-4023-B518-73CC88E95E89.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s3_w2C2A99A41-B4E1-4A58-AB19-80760724476A.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F08_s4_w23ED4C41C-065F-424F-B898-0A2EABB7B5BF.tif,F08
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s1_w2DA99021E-3A04-486E-832B-0AB4878A21E0.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s2_w22EE3B06B-5470-4F10-A17F-2C1D6BBE88F2.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s3_w2D12574EC-3E58-49B9-A12F-861657EADBBE.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s4_w278A7A32B-9873-42A5-9172-28E7E255F9F9.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s1_w2FEA9D4E7-EF7A-4CDA-8DE5-2A788390F3A8.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s2_w252274E14-585D-4D72-9332-DB5AB8260486.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s3_w2A15A6E3E-1914-4B3E-A27A-B4EEC6258365.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s4_w2A3D852D2-5D97-4457-A55D-FD409194951E.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s1_w2A28F91E4-736B-4948-BB52-0A277213663E.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s2_w23B8A5752-7AB8-44F2-9D88-01E789488545.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s3_w2482BD979-1D58-4768-A1CC-DD87EB80FD1A.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F07_s4_w2662A007F-7D29-4012-B467-CD884115DE88.tif,F07
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s1_w221B542FD-B314-4868-AE43-2747C0194DE1.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s2_w29061EAFA-3835-4751-994A-C5B82999ACFD.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s3_w26D1ED66E-49B2-4583-9465-1EDF9E217242.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s4_w27DE5057D-2C53-40F9-860D-CED4B4662427.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s1_w2920FF20C-F8D1-43D4-9444-BF10EB629B77.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s2_w28543DAE7-CDBB-43FB-91BC-B65228F81922.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s3_w2F4811645-6982-4EF1-8D81-81653630AA94.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s4_w285D1DF3E-1CED-4123-BC04-CDF322D28AE9.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s1_w2E5B0287B-3A35-456B-BB96-60A345E4FD0B.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s2_w288CDE95D-D4E6-4848-9739-27BEF46EEF3F.tif,F06
/home/leonidas/workspace/differentiable_micoscopy_replication/data/mcf7_bbbc021/channel2_selected/Week6_200607_F06_s3_w2E485DB5B-5495-42E8-A184-41FE30AF85FC.tif,F06
